dataset,deal_quality_quartile,time_bin,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise
a2a,Q1_closer_to_buyer_anchor,2,0.423839060875,0.0012050211875,0.0022141403125,0.008646764875,0.1486965190625,0.0374065795,0.0409602618125,0.189301089625,0.0431348465,0.022208648125,0.0328853579375,0.001576436,0.0009583121875,0.011684503375,0.0016870119999999999,0.324870026125,0.001560820625,0.0103649305625,0.005616403375,0.001285642375,0.06729072999999999,0.0040917345625,0.009756462875,0.0051534984375,0.0043616198125,0.0077844885625,0.0033076771875
a2a,Q1_closer_to_buyer_anchor,3,0.3984013141111111,0.002331163722222222,0.0025880033888888887,0.0073337717222222215,0.09232731255555555,0.055373838055555555,0.030604439388888887,0.2798649351111111,0.036708979111111116,0.032145309166666663,0.021373350055555556,0.002081303722222222,0.0011001051111111113,0.015530678555555557,0.04355951227777778,0.3902881135,0.001720484,0.01052868538888889,0.00786547811111111,0.0045481185,0.0935998835,0.003840214777777778,0.008420931944444444,0.004961662055555555,0.0035050669444444443,0.007837317666666666,0.006232512666666666
a2a,Q1_closer_to_buyer_anchor,4,0.35659341584210524,0.00236361652631579,0.002046438,0.005594694157894737,0.11725319657894735,0.07270945968421053,0.034141597210526314,0.16856857231578948,0.010960109052631579,0.007383300000000001,0.01592109847368421,0.0015741202105263158,0.0008309626315789473,0.010026606368421053,0.04117163052631579,0.3187023769473684,0.0013439171578947368,0.010158184315789473,0.006960533368421052,0.00472785547368421,0.066827916,0.0027702722631578946,0.008466802526315789,0.00436648605263158,0.0028891775789473685,0.004160670421052631,0.0033168582631578946
a2a,Q1_closer_to_buyer_anchor,5,0.2423163794375,0.0030596449374999998,0.002040094125,0.004692262625,0.1137053799375,0.072343780375,0.0179264225,0.201731277,0.0324190165625,0.0024600376875,0.0052926123125,0.0011474265625,0.0004980890625,0.014663599187500001,0.0014186998125,0.268083107,0.0008995200625,0.0115935205,0.00968199025,0.0008211228125,0.1225435269375,0.0018388894375,0.006738427375,0.0030168253124999997,0.002122963625,0.0025199849375000002,0.0029927713125
a2a,Q1_closer_to_buyer_anchor,6,0.29891410476470587,0.002419887352941176,0.0015640025294117645,0.005709202294117647,0.11202138117647059,0.02925925229411765,0.009044372294117647,0.09368904423529412,0.026418328058823527,0.004115305117647059,0.017272017352941177,0.0010512638235294117,0.00042449699999999997,0.01340355582352941,0.0008908435294117646,0.3453096447058823,0.0006175204705882354,0.009810646411764705,0.0054278460588235294,0.0005645986470588235,0.04469666258823529,0.0025788407647058826,0.006762745411764705,0.0033044688823529412,0.001142695411764706,0.002112203294117647,0.0018006498235294116
a2a,Q1_closer_to_buyer_anchor,7,0.18276954764705883,0.003232987823529412,0.0021352574705882353,0.005528679647058824,0.1461227797647059,0.030142189764705885,0.009644261705882354,0.08974308488235294,0.03767725335294118,0.002531437823529412,0.004881835882352942,0.0012538259411764706,0.000518634,0.008432170705882354,0.0011593338823529412,0.30197410599999996,0.0008383409411764707,0.009015016705882353,0.006272248176470588,0.0006483235294117647,0.09224796988235294,0.0026565634705882353,0.007546956117647059,0.0031761975882352938,0.0021248681176470586,0.002882449,0.0019836
a2a,Q1_closer_to_buyer_anchor,8,0.2644002080625,0.0039833276875,0.00206970775,0.0051252716875,0.1348254934375,0.09356535737499999,0.02226363075,0.134984832375,0.016483357812500002,0.002622233125,0.0064342255,0.0010816874375,0.0004907901875,0.0131349426875,0.001416704875,0.2016791613125,0.0009682493125000001,0.08323157906249999,0.0098181471875,0.0009909838125,0.0718709633125,0.004112778,0.00732308275,0.0048327401875,0.0019224106875,0.0030294618125000002,0.0021645010625
a2a,Q1_closer_to_buyer_anchor,9,0.2815980265714286,0.004005881714285714,0.0027252243333333336,0.005286482714285714,0.07533060223809523,0.1344808376190476,0.006460901285714286,0.06427322847619048,0.010097289,0.011038445904761903,0.006796137809523809,0.0015269172380952382,0.000996540857142857,0.03062234976190476,0.0023826673333333334,0.27315140838095237,0.00877268595238095,0.13338583947619048,0.015635873952380953,0.002221356333333333,0.04577308414285715,0.004878675904761905,0.007711941809523809,0.00787999742857143,0.025514122142857146,0.12938983090476192,0.002833704619047619
a2a,Q2,0,0.46080312804545454,0.002930188181818182,0.0025544471363636366,0.0038841709545454546,0.08407683727272727,0.016170778045454547,0.04214058672727273,0.5703390018181819,0.019450102090909093,0.002427312818181818,0.005502509409090909,0.0014374976363636363,0.0007736267272727273,0.08513912240909091,0.0025020222727272726,0.24440873781818181,0.0010832423181818182,0.02118764227272727,0.056127690818181815,0.001644282681818182,0.0378470945909091,0.0016249224545454544,0.005771947681818182,0.0026920943636363636,0.0019383482727272727,0.0025456435,0.022198559863636363
a2a,Q2,1,0.506657221,0.0025997034545454547,0.0022634151818181816,0.005039245454545455,0.06675359936363635,0.013074193181818182,0.025322249727272726,0.25402108163636367,0.13441860709090908,0.003928473272727272,0.006317653909090909,0.0016891196363636363,0.0006620605454545455,0.08179892681818181,0.0017924852727272728,0.3268161914545455,0.0011205427272727273,0.01229036509090909,0.010555785636363637,0.001133500818181818,0.2442043838181818,0.006394272545454546,0.006416206181818182,0.0027768546363636363,0.0023730586363636366,0.002500129363636364,0.008119527909090908
a2a,Q2,2,0.6119740203846153,0.0008057503076923077,0.0023565805384615384,0.0055108575384615385,0.16296633046153847,0.011509115461538462,0.07452810323076922,0.4566435803846154,0.012705929692307692,0.0067252,0.016123901384615384,0.0014675368461538464,0.0007599694615384616,0.010893334230769231,0.015756413692307694,0.019419891538461537,0.0010328968461538462,0.0038123645384615383,0.007284173153846153,0.002281881923076923,0.03329858069230769,0.0019123693076923075,0.013482544769230768,0.0014768665384615385,0.0017131544615384617,0.0036343714615384615,0.006100856461538462
a2a,Q2,3,0.19572130536363638,0.001230026090909091,0.002198095272727273,0.014571248818181816,0.23521291781818182,0.00900842709090909,0.04497316572727273,0.25354485936363635,0.04096170754545455,0.03277724045454545,0.07372424300000001,0.002423443636363636,0.0011933774545454545,0.009302626727272728,0.08109088527272727,0.09594263763636364,0.0010321177272727272,0.0034634211818181816,0.005556586090909091,0.00810903109090909,0.04455879918181818,0.0012870824545454544,0.016229284636363635,0.0021237231818181817,0.002353181727272727,0.005917780090909091,0.0035916809999999998
a2a,Q2,4,0.416078290875,0.0011069709375,0.0023557909375,0.0069711004375,0.256047574,0.02589331675,0.04826475025,0.2987920264375,0.019261399250000002,0.014280797250000001,0.0221467385625,0.0019354827500000001,0.000949781,0.023860407562499998,0.05625674512499999,0.031656893812499996,0.0012152874375,0.0038565880625,0.0058119200625,0.0047584860625,0.1101556598125,0.00246867525,0.0147372234375,0.00249355575,0.002720730125,0.004540985375,0.00473131125
