outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,buyer_admiration_mean,388,0.224,0.0,0.2206,0.0,0.224,a2a
outcome_binary,sadness_max,388,-0.2237,0.0,-0.5457,0.0,0.2237,a2a
outcome_binary,buyer_admiration_std,388,0.22,0.0,0.2144,0.0,0.22,a2a
outcome_binary,anger_std,388,-0.2192,0.0,-0.1768,0.0005,0.2192,a2a
outcome_binary,amusement_sum,388,0.2182,0.0,0.2964,0.0,0.2182,a2a
outcome_binary,love_min,388,0.218,0.0,0.3131,0.0,0.218,a2a
outcome_binary,seller_sadness_mean,382,-0.2169,0.0,-0.3504,0.0,0.2169,a2a
outcome_binary,anger_sum,388,-0.2062,0.0,-0.1815,0.0003,0.2062,a2a
outcome_binary,nervousness_mean,388,-0.2005,0.0001,-0.2801,0.0,0.2005,a2a
outcome_binary,confusion_std,388,-0.1949,0.0001,-0.1717,0.0007,0.1949,a2a
outcome_binary,seller_approval_mean,382,0.1928,0.0001,0.2272,0.0,0.1928,a2a
outcome_binary,seller_amusement_mean,382,0.19,0.0002,0.2276,0.0,0.19,a2a
outcome_binary,buyer_curiosity_mean,388,0.1898,0.0002,0.1736,0.0006,0.1898,a2a
outcome_binary,admiration_max,388,0.1859,0.0002,0.1607,0.0015,0.1859,a2a
outcome_binary,buyer_amusement_mean,388,0.1848,0.0003,0.1742,0.0006,0.1848,a2a
outcome_binary,excitement_mean,388,0.1847,0.0003,0.2707,0.0,0.1847,a2a
outcome_binary,seller_confusion_mean,382,-0.1846,0.0003,-0.1402,0.0061,0.1846,a2a
outcome_binary,curiosity_sum,388,0.1807,0.0003,0.172,0.0007,0.1807,a2a
outcome_binary,amusement_mean,388,0.1797,0.0004,0.2011,0.0001,0.1797,a2a
outcome_binary,nervousness_std,388,-0.1782,0.0004,-0.2887,0.0,0.1782,a2a
outcome_binary,nervousness_max,388,-0.1737,0.0006,-0.3023,0.0,0.1737,a2a
outcome_binary,admiration_mean,388,0.1735,0.0006,0.1448,0.0043,0.1735,a2a
outcome_binary,seller_surprise_std,375,-0.1729,0.0008,-0.1574,0.0022,0.1729,a2a
outcome_binary,confusion_mean,388,-0.1714,0.0007,-0.1134,0.0256,0.1714,a2a
outcome_binary,buyer_excitement_mean,388,0.1691,0.0008,0.2332,0.0,0.1691,a2a
outcome_binary,buyer_nervousness_mean,388,-0.1691,0.0008,-0.2206,0.0,0.1691,a2a
outcome_binary,buyer_nervousness_std,388,-0.1679,0.0009,-0.24,0.0,0.1679,a2a
outcome_binary,fear_mean,388,-0.1677,0.0009,-0.3034,0.0,0.1677,a2a
outcome_binary,confusion_max,388,-0.1654,0.0011,-0.1235,0.0149,0.1654,a2a
outcome_binary,fear_std,388,-0.1648,0.0011,-0.2456,0.0,0.1648,a2a
outcome_binary,buyer_confusion_std,388,-0.1642,0.0012,-0.0733,0.1497,0.1642,a2a
outcome_binary,buyer_gratitude_mean,388,-0.164,0.0012,-0.169,0.0008,0.164,a2a
outcome_binary,fear_max,388,-0.1631,0.0013,-0.2642,0.0,0.1631,a2a
outcome_binary,seller_nervousness_mean,382,-0.1608,0.0016,-0.098,0.0556,0.1608,a2a
outcome_binary,buyer_fear_std,388,-0.1605,0.0015,-0.1902,0.0002,0.1605,a2a
outcome_binary,surprise_mean,388,-0.1581,0.0018,-0.1083,0.0329,0.1581,a2a
outcome_binary,seller_excitement_mean,382,0.1575,0.002,0.2692,0.0,0.1575,a2a
outcome_binary,seller_nervousness_std,375,-0.1562,0.0024,-0.1028,0.0467,0.1562,a2a
outcome_binary,buyer_fear_mean,388,-0.1552,0.0022,-0.231,0.0,0.1552,a2a
outcome_binary,pride_max,388,0.1533,0.0025,0.1303,0.0102,0.1533,a2a
outcome_binary,admiration_sum,388,0.1532,0.0025,0.1506,0.0029,0.1532,a2a
outcome_binary,seller_sadness_std,375,-0.1527,0.003,-0.2893,0.0,0.1527,a2a
outcome_binary,gratitude_mean,388,-0.1518,0.0027,-0.1596,0.0016,0.1518,a2a
outcome_binary,seller_confusion_std,375,-0.1496,0.0037,-0.1834,0.0004,0.1496,a2a
outcome_binary,seller_grief_std,375,-0.1479,0.0041,-0.1374,0.0077,0.1479,a2a
outcome_binary,seller_embarrassment_std,375,-0.1466,0.0044,-0.284,0.0,0.1466,a2a
outcome_binary,nervousness_sum,388,-0.1431,0.0047,-0.13,0.0104,0.1431,a2a
outcome_binary,pride_std,388,0.1375,0.0067,0.1085,0.0327,0.1375,a2a
outcome_binary,approval_min,388,0.1373,0.0067,0.122,0.0162,0.1373,a2a
outcome_binary,pride_mean,388,0.1365,0.0071,0.1384,0.0063,0.1365,a2a
outcome_binary,surprise_std,388,-0.1363,0.0072,-0.0862,0.09,0.1363,a2a
outcome_binary,gratitude_std,388,-0.1356,0.0075,-0.1494,0.0032,0.1356,a2a
outcome_binary,seller_approval_std,375,0.1355,0.0086,0.1392,0.0069,0.1355,a2a
