outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,embarrassment_mean,48,0.134,0.3637,0.0587,0.6919,0.134,dealerships
outcome_binary,joy_first,48,0.1332,0.3668,0.2574,0.0774,0.1332,dealerships
outcome_binary,love_min,48,0.1332,0.3668,0.155,0.2927,0.1332,dealerships
outcome_binary,annoyance_delta,48,-0.1316,0.3727,0.1159,0.4328,0.1316,dealerships
outcome_binary,annoyance_late_minus_early,48,-0.1315,0.3728,-0.1761,0.2312,0.1315,dealerships
outcome_binary,excitement_first,48,-0.13,0.3784,-0.0075,0.9595,0.13,dealerships
outcome_binary,embarrassment_early_mean,48,0.1289,0.3825,0.158,0.2833,0.1289,dealerships
outcome_binary,sadness_mean,48,0.1274,0.3881,0.1821,0.2154,0.1274,dealerships
outcome_binary,approval_early_mean,48,0.1273,0.3887,0.1701,0.2478,0.1273,dealerships
outcome_binary,love_buyer_minus_seller_mean,48,-0.1265,0.3915,-0.0166,0.9111,0.1265,dealerships
outcome_binary,excitement_std,48,0.1251,0.3967,0.1671,0.2564,0.1251,dealerships
outcome_binary,fear_late_minus_early,48,-0.1224,0.4071,0.0406,0.7839,0.1224,dealerships
outcome_binary,surprise_delta,48,0.1223,0.4077,-0.0166,0.9111,0.1223,dealerships
outcome_binary,nervousness_first,48,-0.1206,0.4142,-0.1791,0.2232,0.1206,dealerships
outcome_binary,desire_last,48,-0.1192,0.4195,0.2483,0.0887,0.1192,dealerships
outcome_binary,caring_min,48,-0.1188,0.4211,0.0196,0.895,0.1188,dealerships
outcome_binary,caring_late_minus_early,48,-0.1186,0.4222,-0.0226,0.8789,0.1186,dealerships
outcome_binary,caring_std,48,-0.1176,0.4261,-0.0617,0.6769,0.1176,dealerships
outcome_binary,annoyance_max,48,0.1145,0.4385,0.1099,0.4572,0.1145,dealerships
outcome_binary,anger_first,48,-0.1131,0.4439,-0.2694,0.0641,0.1131,dealerships
