outcome,feature,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,dataset
outcome_binary,excitement_first,405,0.0675,0.1753,0.1122,0.0239,0.0675,a2a
outcome_binary,relief_buyer_minus_seller_mean,399,-0.0657,0.1901,-0.0576,0.2512,0.0657,a2a
outcome_binary,optimism_delta,405,0.0647,0.1936,-0.0132,0.7917,0.0647,a2a
outcome_binary,caring_last,405,-0.0625,0.2092,-0.0049,0.9218,0.0625,a2a
outcome_binary,pride_early_mean,405,0.0613,0.2186,0.0779,0.1174,0.0613,a2a
outcome_binary,admiration_first,405,0.0604,0.2252,0.0508,0.3077,0.0604,a2a
outcome_binary,surprise_buyer_minus_seller_mean,399,-0.06,0.2321,0.0281,0.5752,0.06,a2a
outcome_binary,amusement_min,405,0.0583,0.2414,0.1941,0.0001,0.0583,a2a
outcome_binary,curiosity_max,405,0.0544,0.275,0.026,0.6013,0.0544,a2a
outcome_binary,remorse_late_mean,405,-0.0531,0.286,-0.7009,0.0,0.0531,a2a
outcome_binary,desire_first,405,-0.0522,0.2947,-0.0233,0.6396,0.0522,a2a
outcome_binary,caring_first,405,-0.0493,0.322,-0.0902,0.0698,0.0493,a2a
outcome_binary,optimism_std,405,0.0464,0.3512,0.0512,0.3038,0.0464,a2a
outcome_binary,pride_late_minus_early,405,0.0464,0.3514,0.0331,0.5062,0.0464,a2a
outcome_binary,desire_last,405,-0.0455,0.3609,0.1115,0.0248,0.0455,a2a
outcome_binary,desire_min,405,0.0438,0.3788,0.1929,0.0001,0.0438,a2a
outcome_binary,love_mean,405,0.041,0.4103,0.1654,0.0008,0.041,a2a
outcome_binary,gratitude_min,405,-0.04,0.4216,-0.0192,0.7004,0.04,a2a
outcome_binary,desire_std,405,0.0381,0.4441,0.082,0.0992,0.0381,a2a
outcome_binary,optimism_max,405,0.0373,0.4544,0.0379,0.4468,0.0373,a2a
outcome_binary,confusion_late_mean,405,0.0371,0.4563,0.1306,0.0085,0.0371,a2a
outcome_binary,optimism_mean,405,0.0368,0.4604,0.0614,0.2179,0.0368,a2a
outcome_binary,relief_late_mean,405,0.0368,0.4604,-0.1439,0.0037,0.0368,a2a
outcome_binary,love_last,405,-0.0363,0.4666,0.2441,0.0,0.0363,a2a
outcome_binary,disapproval_first,405,0.0357,0.4739,0.0391,0.4321,0.0357,a2a
outcome_binary,curiosity_std,405,0.0341,0.4938,0.0249,0.6174,0.0341,a2a
outcome_binary,pride_buyer_minus_seller_mean,399,-0.0338,0.5005,0.0016,0.9744,0.0338,a2a
outcome_binary,remorse_late_minus_early,405,-0.0333,0.5042,-0.5694,0.0,0.0333,a2a
outcome_binary,love_delta,405,-0.0324,0.5151,0.0487,0.3282,0.0324,a2a
outcome_binary,desire_max,405,0.0322,0.5176,0.0734,0.1402,0.0322,a2a
outcome_binary,approval_buyer_minus_seller_mean,399,-0.0303,0.5465,-0.0438,0.3827,0.0303,a2a
outcome_binary,love_late_mean,405,0.0299,0.5482,0.3197,0.0,0.0299,a2a
outcome_binary,curiosity_min,405,0.0295,0.5539,0.3297,0.0,0.0295,a2a
outcome_binary,relief_last,405,0.0271,0.5862,-0.1932,0.0001,0.0271,a2a
outcome_binary,admiration_early_mean,405,0.0264,0.5964,0.0189,0.7049,0.0264,a2a
outcome_binary,optimism_late_minus_early,405,0.0262,0.5997,0.0062,0.9011,0.0262,a2a
outcome_binary,love_first,405,0.0261,0.6002,0.0806,0.1052,0.0261,a2a
outcome_binary,realization_min,405,0.025,0.6161,0.0285,0.5669,0.025,a2a
outcome_binary,amusement_early_mean,405,-0.0231,0.6434,-0.0047,0.9246,0.0231,a2a
outcome_binary,optimism_early_mean,405,-0.0231,0.6431,0.0212,0.6703,0.0231,a2a
outcome_binary,caring_delta,405,-0.0227,0.6484,0.053,0.2869,0.0227,a2a
outcome_binary,desire_delta,405,0.0207,0.6783,0.0051,0.919,0.0207,a2a
outcome_binary,remorse_max,405,0.0202,0.6849,-0.4701,0.0,0.0202,a2a
outcome_binary,annoyance_first,405,-0.0201,0.6872,-0.0388,0.4357,0.0201,a2a
outcome_binary,curiosity_early_mean,405,-0.0201,0.6868,-0.0357,0.4735,0.0201,a2a
outcome_binary,love_early_mean,405,0.0187,0.7074,0.0726,0.1449,0.0187,a2a
outcome_binary,relief_late_minus_early,405,0.0187,0.7079,-0.0377,0.4497,0.0187,a2a
outcome_binary,relief_early_mean,405,0.018,0.7174,0.0214,0.6672,0.018,a2a
outcome_binary,pride_min,405,0.016,0.748,0.017,0.7335,0.016,a2a
outcome_binary,remorse_std,405,0.0157,0.7521,-0.4662,0.0,0.0157,a2a
