conversation_id,T,zmean_1,zstd_1,zearly_1,zlate_1,zslope_1,zmean_2,zstd_2,zearly_2,zlate_2,zslope_2,zmean_3,zstd_3,zearly_3,zlate_3,zslope_3,zmean_4,zstd_4,zearly_4,zlate_4,zslope_4,div_1,div_2,div_3,div_4,div_5,div_6,div_7,div_8,div_9,div_10,div_11,div_12,div_13,div_14,div_15,div_16,div_17,div_18,div_19,div_20,div_21,div_22,div_23,div_24,div_25,div_26,div_27,M1,M2,M3,M4,M5,M6,buyer_initial_offer,seller_initial_offer,final_price,buyer_concession,seller_concession,concession_velocity,extraction_status
100,26,-0.42773530746728,1.2045298339635018,-0.36892717215878584,0.6389558832111898,0.05844001081702869,-1.283805672620707,0.78389659222151,-1.1294035602574575,-1.8001166070265333,-0.03888114233690635,2.408501334894578,0.7521646324061202,2.222726494441589,1.9557779042863264,-0.009820435880834885,1.6410109327463873,1.2350949864600536,2.240226435243482,0.7824258995041279,-0.06398131629562756,0.05581665042756411,0.0007843557847435895,0.0006384627305128205,0.0024374977923076924,0.06406275552051281,0.0033908318820512822,0.023155205499358976,0.05531983238160257,0.010023652536538464,0.003910915764615386,0.04718058619615385,0.00035192052955128214,0.0007285712273717948,0.0026712715891025643,0.0003219760225641027,0.0009520466587179486,0.00023607616525641028,0.012232030158333327,0.013089030596153843,0.0003761833702564102,0.004988843175641026,0.0002804905154999999,0.020508498797435895,0.0006486735610256411,0.03263344051660256,0.005358717841346154,0.0018886994693589744,0,0,0,1,0,0,200.5,240.0,229.0,0.721519,0.278481,5.7,ok
101,45,-0.1788793295401104,0.9733157737034505,-0.09798622529933686,-0.3200535194338803,0.005529078998345664,-1.3096374371089792,0.7748688270089102,-1.2969447491262722,-1.8320679299900675,-0.018088520972396185,2.024362154505342,0.46021245420140866,1.5735729658752395,2.3512818273932043,0.022531579182479552,1.5760422447584375,1.0027163370321743,1.1804751458407274,1.9534097103094212,0.012892258237031363,0.0595512713071111,0.0004537146164444444,0.00045709374644444445,0.0020620108662962964,0.07161014263703704,0.0032344377254814823,0.043020187690740744,0.01967276831925926,0.013202790465851856,0.004556050935555556,0.02319946839555555,0.0005261070972592591,0.0007135927459259262,0.005908674705555555,0.013732434997851851,0.005657750731555555,0.0002795577718518518,0.0019938812641481485,0.021480154302148145,0.0019902770060000008,0.0203175754,0.0003636834922222223,0.005566096722962962,0.0004981423451111112,0.020306674289185183,0.006616077866814816,0.0015033784314074073,0,0,0,0,0,0,220.0,240.0,230.0,0.5,0.5,1.428571,ok
104,17,-0.6961025879202223,0.5230572673467776,-0.5283914410953673,-0.7123051008323561,-0.02277847934166106,-1.1772020470044755,0.6216237813645012,-0.8586902884226639,-1.0775006961236877,-0.02412808124831144,1.9230360988486177,0.7348656023950715,1.40487844514609,2.151089509885003,0.07283684526434886,1.927886275970396,0.7025573527185761,1.4080032650066927,1.77993484514573,0.030656921857932375,0.10101767110294119,0.00022084646333333328,0.0003692317921568627,0.001702692911764706,0.07281393174509806,0.0211012160227451,0.015327684669607844,0.061350645103921554,0.0068769030176470585,0.0005227115421568625,0.011018372126470591,0.00029601943284313727,0.00010147117078431371,0.0028656412829411765,0.0005719973164705882,0.0008431917298039215,0.00010381711156862745,0.0013384116105882352,0.000817299017254902,0.0008488039456862745,0.010821171978431373,0.0004273455494901961,0.007720713486274511,0.0006601071472549019,0.0001238665174509804,0.000487260878627451,0.0007355720531372551,1,0,0,0,1,0,225.0,240.0,230.0,0.333333,0.666667,1.0,ok
105,17,-0.8199605841452622,0.47881374772688146,-0.7939840169808017,-0.82142494774235,0.007499633003323107,-2.033215711047955,1.1154385156687243,-0.9460379911376476,-2.0233669245403063,-0.07468733776859544,2.6724453553405816,1.0263329310801859,1.7397499261850158,2.681024708757636,0.06703304285610732,2.4130689388398636,0.734936045566289,1.5366182147978733,2.794654184644744,0.08833103994838241,0.12198856850098039,0.0005315753598039215,0.0005069585232352941,0.0016044571784313724,0.08317920111764707,0.0018613795211764705,0.01848826010196078,0.07581253616764706,0.022633287305686277,0.005004321299019607,0.004150903855882353,0.000478781211372549,0.0010383215109803921,0.017074808824509805,0.00025826923686274507,0.004157208103137254,0.0003668881802941178,0.003772386857843137,0.015290828881372549,0.00020296299862745102,0.014981598080392155,0.0016013703377450981,0.007294286725490196,0.0010180254428431375,0.02471931824745098,0.004509286112745099,0.001320195429411765,0,0,1,1,0,1,217.5,237.0,235.0,0.897436,0.102564,2.916667,ok
124,16,0.011177764020872186,0.6819405538708015,-0.1871340744267987,-0.24565501636423867,-0.013357941534188584,-1.2126208883010046,0.5610298948063113,-1.4351836732982832,-1.5745841560633886,-0.029229588385013633,2.7587381619170226,0.8660762333716254,2.504881257398203,3.435352723290132,0.11518703425647064,1.7542392227764736,0.633523682281182,1.7873491953607519,2.183120166920968,0.048876969416241915,0.05199676133645833,0.0004745975154166665,0.0006672271801041667,0.005638120756249999,0.097310556425,0.02816810986875,0.014837709600000004,0.056410620913541674,0.0538005412234375,0.05566207626979167,0.028489054768750004,0.0005326363896875,0.0007717791677083332,0.0022872733685416675,0.00044012874250000015,0.0020631293545833335,0.00038246502979166666,0.0018159510552083335,0.022716763522395832,0.0005456528436458333,0.032135433604166666,0.0004119774922916667,0.00931528171875,0.0006118951241666666,0.002607459819166667,0.010110345969583332,0.0008290569786458334,0,0,0,0,1,1,220.0,240.0,231.0,0.55,0.45,2.2,ok
129,19,-0.5375116568688328,0.3651682882610948,-0.5861285471802025,-0.29390513544144786,0.02321348005219056,-0.8024762016638528,0.2320401093204155,-0.8394204458296458,-0.8174329833634637,-0.0014299925198555086,1.795660708720017,0.2594806782549684,1.8055647798487806,1.8502945853216577,0.002016004685117248,1.606042582236527,0.30833233424951545,1.6267720949811169,1.7972735661488426,0.017680465557222597,0.03017494964649123,0.0014348664587719294,0.0004898561229824562,0.002047065059649123,0.07842700470175439,0.001117823751578947,0.08047430802631579,0.021449588619298247,0.01001395492982456,0.0037245641554385974,0.0097562318122807,0.00029269814526315793,0.0002443621451754386,0.014236965824912283,0.0004090777015789474,0.00043178605894736845,7.8748380877193e-05,0.004698998778070177,0.001047896067719298,0.00041406528333333333,0.004480134940350876,0.0006062064071052632,0.0062113300701754385,0.000686502329122807,0.0001599419209649123,0.000364024926140351,0.005584274766666665,0,0,0,1,1,0,200.0,240.0,225.0,0.625,0.375,6.25,ok
131,74,0.08118920487253098,1.2153131975549332,-0.4924367190647334,-0.279001581975551,-0.0025668965957970384,0.06952403362086718,1.9674475809029524,-1.2132194472270796,-0.3289333989373525,0.011081099375471696,2.335468441042823,1.0991977310910217,2.5401387728232176,1.7542054794970516,-0.018429772954252997,1.3676363433343817,0.9018798680157478,1.972654844441298,1.3859740366102529,-0.010130211374852613,0.0368981831981982,0.006937906776441436,0.000905085753063063,0.00976120072342342,0.04988139633783783,0.0015084253154504508,0.01922482666896397,0.03159856726644144,0.010061524803581079,0.005240943816306307,0.04923858221792791,0.007235005752207206,0.001347434807387388,0.00509799583261261,0.000522077093963964,0.011738339583018014,0.00012485917522522523,0.002777264530135133,0.015926024638468476,0.0004268170980180181,0.018002564814639632,0.0004524420203153152,0.01278288623333333,0.0004806587828378381,0.006985284969099092,0.0020107559977027025,0.0015522466843243242,0,0,0,0,0,0,213.0,239.0,226.5,0.519231,0.480769,0.675,ok
133,9,0.4211168516687935,1.228195011140115,-0.5927716065208072,1.88315304960674,0.3704338198289674,-1.763934338404321,0.9009278141759667,-0.8056588985270747,-2.8888469836101947,-0.3301877409095765,1.703906229019005,0.3125474903511755,1.392301396543585,1.982566901211585,0.10291612898193775,0.5974426896231373,1.0179606285172862,1.2169567988222276,-0.5805798029889633,-0.2637851685796,0.023047455031481482,0.0005391053333333334,0.0005313038046296295,0.0010484499444444447,0.10001704116666667,0.003672183591111111,0.010121000111111111,0.019296897253703704,0.0006995463185185186,0.0014855874425925924,0.0009548495037037039,0.0002766931683333334,0.0008463611720370372,0.0020725630703703705,0.0003689237496296296,0.09521998823148146,0.0006601129707407409,0.001402436585185185,0.0006198923055555556,0.0006574608112962961,0.003591265001851853,0.00023931439259259262,0.003946125296296297,0.0005485214742592593,0.058003634023703704,0.021049311440740744,0.0009786612666666666,1,1,0,0,1,0,210.0,230.0,210.0,0.0,1.0,0.0,ok
149,21,-0.48462109548417365,0.6990582249557586,-0.4729092760517221,-0.8533971408367551,-0.02791931446798647,-1.163273717975968,0.5456423069360747,-0.8529467166092621,-1.4219061784918368,-0.04528131171545605,1.9255708996102214,0.5634122973391953,1.4677975042331,2.123031323790653,0.05391323155211348,1.8098588158415134,0.9485016476651177,1.5569820553570417,2.1228621224319815,0.04138627029817834,0.09498992540873015,0.0003144867379365079,0.0005243664834126984,0.0035356983261904764,0.07530166603174603,0.0017708309452380952,0.008992649517539683,0.03536602584841269,0.03496712647698413,0.004388119597777778,0.00975742804920635,0.0005055150153968253,0.00037444996309523817,0.005638674082539684,0.00046344435904761914,0.0013406369496825395,0.00020513188936507936,0.001271039888888889,0.0009572803896825397,0.0012109944473015872,0.009152009126984127,0.0005005846968253967,0.0033481696944444445,0.00033893076238095235,0.0002695038053968254,0.011508291333333332,0.0002827137704761905,0,0,0,0,1,0,215.0,240.0,228.0,0.52,0.48,2.166667,ok
152,48,-0.6389900659942972,0.8512942924516529,-0.7639811727033787,-0.553317134080366,0.008507227063257045,-1.4072891867766633,0.9566572042805661,-0.6579308360536199,-2.3634491914979345,-0.053224012656703484,2.734574595581163,1.0019679145171037,2.2584539249846243,3.362781240374496,0.04345752053011977,2.0405846014188964,1.1400509987356404,1.42436389500044,2.278563038259775,0.01709782529172883,0.034087260930555564,0.0005513821573611113,0.000535491101111111,0.003267909581249999,0.068074730475,0.001609897642777778,0.05840426750729166,0.030108495904722223,0.009002386814930556,0.015338096468750001,0.015816286517013892,0.00038166043895833347,0.0003743632971666666,0.012765089685000001,0.0005121367175,0.013236476266458333,0.00026812170489583334,0.007976533251250001,0.0020689052895138883,0.0005704647649305557,0.044150945388194446,0.0005073127988888887,0.007952209592361108,0.0009704371754861107,0.0005287559414583332,0.009992805467569444,0.025003277684027783,0,0,1,0,0,0,220.0,233.0,230.0,0.769231,0.230769,1.666667,ok
