model,auc_cv,auc_holdout,auc,n_train,n_test,admiration_b_mean,admiration_b_std,admiration_b_early,admiration_b_late,admiration_b_delta,admiration_s_mean,admiration_s_std,admiration_s_early,admiration_s_late,admiration_s_delta,admiration_all_mean,admiration_all_std,admiration_all_early,admiration_all_late,admiration_all_delta,admiration_diff_b_minus_s,amusement_b_mean,amusement_b_std,amusement_b_early,amusement_b_late,amusement_b_delta,amusement_s_mean,amusement_s_std,amusement_s_early,amusement_s_late,amusement_s_delta,amusement_all_mean,amusement_all_std,amusement_all_early,amusement_all_late,amusement_all_delta,amusement_diff_b_minus_s,anger_b_mean,anger_b_std,anger_b_early,anger_b_late,anger_b_delta,anger_s_mean,anger_s_std,anger_s_early,anger_s_late,anger_s_delta,anger_all_mean,anger_all_std,anger_all_early,anger_all_late,anger_all_delta,anger_diff_b_minus_s,annoyance_b_mean,annoyance_b_std,annoyance_b_early,annoyance_b_late,annoyance_b_delta,annoyance_s_mean,annoyance_s_std,annoyance_s_early,annoyance_s_late,annoyance_s_delta,annoyance_all_mean,annoyance_all_std,annoyance_all_early,annoyance_all_late,annoyance_all_delta,annoyance_diff_b_minus_s,approval_b_mean,approval_b_std,approval_b_early,approval_b_late,approval_b_delta,approval_s_mean,approval_s_std,approval_s_early,approval_s_late,approval_s_delta,approval_all_mean,approval_all_std,approval_all_early,approval_all_late,approval_all_delta,approval_diff_b_minus_s,caring_b_mean,caring_b_std,caring_b_early,caring_b_late,caring_b_delta,caring_s_mean,caring_s_std,caring_s_early,caring_s_late,caring_s_delta,caring_all_mean,caring_all_std,caring_all_early,caring_all_late,caring_all_delta,caring_diff_b_minus_s,confusion_b_mean,confusion_b_std,confusion_b_early,confusion_b_late,confusion_b_delta,confusion_s_mean,confusion_s_std,confusion_s_early,confusion_s_late,confusion_s_delta,confusion_all_mean,confusion_all_std,confusion_all_early,confusion_all_late,confusion_all_delta,confusion_diff_b_minus_s,curiosity_b_mean,curiosity_b_std,curiosity_b_early,curiosity_b_late,curiosity_b_delta,curiosity_s_mean,curiosity_s_std,curiosity_s_early,curiosity_s_late,curiosity_s_delta,curiosity_all_mean,curiosity_all_std,curiosity_all_early,curiosity_all_late,curiosity_all_delta,curiosity_diff_b_minus_s,desire_b_mean,desire_b_std,desire_b_early,desire_b_late,desire_b_delta,desire_s_mean,desire_s_std,desire_s_early,desire_s_late,desire_s_delta,desire_all_mean,desire_all_std,desire_all_early,desire_all_late,desire_all_delta,desire_diff_b_minus_s,disappointment_b_mean,disappointment_b_std,disappointment_b_early,disappointment_b_late,disappointment_b_delta,disappointment_s_mean,disappointment_s_std,disappointment_s_early,disappointment_s_late,disappointment_s_delta,disappointment_all_mean,disappointment_all_std,disappointment_all_early,disappointment_all_late,disappointment_all_delta,disappointment_diff_b_minus_s,disapproval_b_mean,disapproval_b_std,disapproval_b_early,disapproval_b_late,disapproval_b_delta,disapproval_s_mean,disapproval_s_std,disapproval_s_early,disapproval_s_late,disapproval_s_delta,disapproval_all_mean,disapproval_all_std,disapproval_all_early,disapproval_all_late,disapproval_all_delta,disapproval_diff_b_minus_s,disgust_b_mean,disgust_b_std,disgust_b_early,disgust_b_late,disgust_b_delta,disgust_s_mean,disgust_s_std,disgust_s_early,disgust_s_late,disgust_s_delta,disgust_all_mean,disgust_all_std,disgust_all_early,disgust_all_late,disgust_all_delta,disgust_diff_b_minus_s,embarrassment_b_mean,embarrassment_b_std,embarrassment_b_early,embarrassment_b_late,embarrassment_b_delta,embarrassment_s_mean,embarrassment_s_std,embarrassment_s_early,embarrassment_s_late,embarrassment_s_delta,embarrassment_all_mean,embarrassment_all_std,embarrassment_all_early,embarrassment_all_late,embarrassment_all_delta,embarrassment_diff_b_minus_s,excitement_b_mean,excitement_b_std,excitement_b_early,excitement_b_late,excitement_b_delta,excitement_s_mean,excitement_s_std,excitement_s_early,excitement_s_late,excitement_s_delta,excitement_all_mean,excitement_all_std,excitement_all_early,excitement_all_late,excitement_all_delta,excitement_diff_b_minus_s,fear_b_mean,fear_b_std,fear_b_early,fear_b_late,fear_b_delta,fear_s_mean,fear_s_std,fear_s_early,fear_s_late,fear_s_delta,fear_all_mean,fear_all_std,fear_all_early,fear_all_late,fear_all_delta,fear_diff_b_minus_s,gratitude_b_mean,gratitude_b_std,gratitude_b_early,gratitude_b_late,gratitude_b_delta,gratitude_s_mean,gratitude_s_std,gratitude_s_early,gratitude_s_late,gratitude_s_delta,gratitude_all_mean,gratitude_all_std,gratitude_all_early,gratitude_all_late,gratitude_all_delta,gratitude_diff_b_minus_s,grief_b_mean,grief_b_std,grief_b_early,grief_b_late,grief_b_delta,grief_s_mean,grief_s_std,grief_s_early,grief_s_late,grief_s_delta,grief_all_mean,grief_all_std,grief_all_early,grief_all_late,grief_all_delta,grief_diff_b_minus_s,joy_b_mean,joy_b_std,joy_b_early,joy_b_late,joy_b_delta,joy_s_mean,joy_s_std,joy_s_early,joy_s_late,joy_s_delta,joy_all_mean,joy_all_std,joy_all_early,joy_all_late,joy_all_delta,joy_diff_b_minus_s,love_b_mean,love_b_std,love_b_early,love_b_late,love_b_delta,love_s_mean,love_s_std,love_s_early,love_s_late,love_s_delta,love_all_mean,love_all_std,love_all_early,love_all_late,love_all_delta,love_diff_b_minus_s,nervousness_b_mean,nervousness_b_std,nervousness_b_early,nervousness_b_late,nervousness_b_delta,nervousness_s_mean,nervousness_s_std,nervousness_s_early,nervousness_s_late,nervousness_s_delta,nervousness_all_mean,nervousness_all_std,nervousness_all_early,nervousness_all_late,nervousness_all_delta,nervousness_diff_b_minus_s,optimism_b_mean,optimism_b_std,optimism_b_early,optimism_b_late,optimism_b_delta,optimism_s_mean,optimism_s_std,optimism_s_early,optimism_s_late,optimism_s_delta,optimism_all_mean,optimism_all_std,optimism_all_early,optimism_all_late,optimism_all_delta,optimism_diff_b_minus_s,pride_b_mean,pride_b_std,pride_b_early,pride_b_late,pride_b_delta,pride_s_mean,pride_s_std,pride_s_early,pride_s_late,pride_s_delta,pride_all_mean,pride_all_std,pride_all_early,pride_all_late,pride_all_delta,pride_diff_b_minus_s,realization_b_mean,realization_b_std,realization_b_early,realization_b_late,realization_b_delta,realization_s_mean,realization_s_std,realization_s_early,realization_s_late,realization_s_delta,realization_all_mean,realization_all_std,realization_all_early,realization_all_late,realization_all_delta,realization_diff_b_minus_s,relief_b_mean,relief_b_std,relief_b_early,relief_b_late,relief_b_delta,relief_s_mean,relief_s_std,relief_s_early,relief_s_late,relief_s_delta,relief_all_mean,relief_all_std,relief_all_early,relief_all_late,relief_all_delta,relief_diff_b_minus_s,remorse_b_mean,remorse_b_std,remorse_b_early,remorse_b_late,remorse_b_delta,remorse_s_mean,remorse_s_std,remorse_s_early,remorse_s_late,remorse_s_delta,remorse_all_mean,remorse_all_std,remorse_all_early,remorse_all_late,remorse_all_delta,remorse_diff_b_minus_s,sadness_b_mean,sadness_b_std,sadness_b_early,sadness_b_late,sadness_b_delta,sadness_s_mean,sadness_s_std,sadness_s_early,sadness_s_late,sadness_s_delta,sadness_all_mean,sadness_all_std,sadness_all_early,sadness_all_late,sadness_all_delta,sadness_diff_b_minus_s,surprise_b_mean,surprise_b_std,surprise_b_early,surprise_b_late,surprise_b_delta,surprise_s_mean,surprise_s_std,surprise_s_early,surprise_s_late,surprise_s_delta,surprise_all_mean,surprise_all_std,surprise_all_early,surprise_all_late,surprise_all_delta,surprise_diff_b_minus_s
Logistic_L2,0.9792,0.935,0.935,160,40,0.19592,0.11925,0.14869,-0.03872,-0.09959,0.06733,-0.00471,0.22389,0.15299,0.14815,0.20378,0.1209,0.19894,0.06239,-0.03346,0.10584,-0.02241,0.05081,0.05928,-0.02022,-0.04101,0.18596,0.10118,0.06394,0.20354,0.07906,0.13472,0.07412,0.21792,0.09635,-0.04516,-0.17077,-0.05481,-0.04595,0.0658,0.08829,0.0264,-0.06422,-0.04497,0.08077,-0.02818,-0.08408,-0.06883,-0.05685,0.03814,-0.00569,-0.03468,-0.03862,-0.04484,-0.03354,-0.03423,0.0916,0.08664,-0.12112,-0.07167,-0.09889,-0.12492,-0.05009,-0.13336,-0.08678,-0.14365,-0.10697,0.00324,0.09731,-0.31419,-0.25728,-0.13256,-0.0389,-0.0169,0.07722,0.1276,-0.07459,-0.03435,0.0055,-0.14426,-0.04489,-0.00872,-0.01682,-0.01209,-0.23328,-0.17711,-0.17468,-0.05797,-0.05886,-0.05694,-0.06973,-0.00363,-0.0734,-0.06121,0.01519,-0.18482,-0.15916,-0.17967,-0.06378,0.04802,-0.07318,-0.02998,0.01217,0.01782,0.24209,0.1358,-0.03587,-0.01379,-0.04165,0.04069,0.04631,-0.07104,-0.03716,-0.06588,0.00984,0.06294,0.02759,-0.09681,-0.04557,0.02331,0.25014,0.14065,0.28043,0.1272,0.19519,0.06622,-0.17784,0.19343,0.02411,0.17943,-0.088,-0.19453,-0.23479,0.04739,0.08233,-0.07609,0.08838,0.09825,-0.03465,0.02969,0.04519,0.06615,0.05792,0.02305,0.07318,0.00543,0.0473,0.02808,0.05577,-0.03978,-0.05792,0.07776,-0.13973,-0.14414,-0.06545,-0.01573,0.08048,-0.09008,-0.11937,-0.06788,-0.02535,0.05323,-0.18615,-0.18221,0.06225,0.01178,0.04228,0.08223,-0.07045,-0.08552,-0.20347,-0.20492,0.21835,-0.01246,-0.0203,-0.19342,-0.17284,0.09266,-0.01726,-0.02041,0.19908,-0.01911,-0.01236,0.09269,-0.07932,-0.12377,-0.12467,-0.00739,-0.0421,0.03304,0.04866,-0.12052,-0.06963,0.07587,-0.03888,-0.07025,0.10188,0.02333,0.07826,0.09002,0.02297,-0.03441,-0.15077,-0.07205,-0.02836,-0.00825,0.0112,-0.1445,-0.08437,-0.01346,-0.06713,-0.04032,0.15339,0.12284,0.12907,-0.0704,0.17162,0.1422,0.1368,0.12894,0.05308,0.07031,-0.0338,0.16732,0.12842,0.00916,0.18448,0.07596,-0.03228,-0.15097,-0.05815,0.08504,-0.00199,-0.04807,-0.02209,-0.00344,0.00287,0.02277,0.00248,-0.0286,-0.00332,-0.05564,-0.09792,0.0149,0.01392,0.11575,0.22779,0.168,-0.05647,-0.12031,-0.17479,-0.08006,-0.03932,-0.0111,0.01558,-0.04808,0.03612,-0.01983,0.00985,0.01888,0.18888,-0.01733,0.10753,0.03598,-0.01349,-0.02226,-0.12197,0.09476,-0.0066,0.05012,0.03796,-0.1103,0.09149,-0.03699,0.02418,0.04333,0.1097,0.09248,0.14286,0.05337,0.09732,0.07376,-0.19604,-0.18869,0.04756,0.08865,0.0335,-0.12518,-0.09134,0.0574,0.12831,0.09559,0.20581,0.04382,0.07109,0.06623,-0.07814,-0.09624,0.06468,0.0784,0.06315,0.09833,0.01436,0.07807,0.1112,0.07287,-0.01309,-0.0572,-0.00944,-0.09678,0.07577,-0.0321,0.13274,0.12224,-0.03448,-0.00197,-0.01978,-0.03943,0.01506,-0.03768,-0.00081,-0.08791,0.05104,0.0952,0.02955,-0.04965,0.00261,0.00498,0.01632,0.01036,-0.074,0.01095,0.07986,-0.0416,-0.05698,-0.07869,-0.02199,0.01874,-0.15504,-0.12871,0.01029,0.03998,0.09927,0.03191,0.0508,0.03079,-0.15663,-0.11465,-0.0242,-0.01865,-0.00477,-0.10905,-0.00023,0.01767,0.08984,0.06399,0.14378,-0.00152,0.04512,-0.04107,0.04636,0.06238,-0.2137,-0.05672,0.06339,-0.10286,-0.09681,-0.15873,-0.04225,0.05017,-0.13186,-0.09944,0.18417,-0.04064,0.03037,0.01161,0.05125,0.04406,-0.20476,-0.0832,-0.05982,-0.13293,-0.07693,-0.18678,-0.02788,-0.01655,0.08953,0.08551,0.14373,-0.04127,0.06113,-0.07273,-0.03779,-0.02125,-0.00801,0.01364,-0.03055,-0.02243,0.02236,-0.01072,0.01229,-0.08048,-0.1047,0.01313,0.00626,-0.02706,0.04402,0.09485,-0.11444,-0.13428,-0.02703,0.01944,-0.0228,0.0279,0.03396,-0.03263,0.01231,-0.07505,0.01311,0.03696,0.02386,0.02395,0.02276,0.04052,0.33399,0.03521,0.00556,-0.03545,0.06173,0.24471,-0.05474,0.01777,-0.01714,0.07919,0.09529,-0.05865,0.01438
Ridge_logit,0.9838,0.945,0.945,160,40,0.10359,0.06966,0.09424,-0.02515,-0.06364,0.0345,0.00982,0.1292,0.08529,0.0825,0.10744,0.06862,0.11152,0.03715,-0.01687,0.05664,-0.01179,0.03291,0.02028,-0.0038,-0.01104,0.09983,0.05255,0.03703,0.11839,0.04612,0.07411,0.04397,0.0982,0.06136,-0.00543,-0.09156,-0.03125,-0.02651,0.02857,0.03698,0.0104,-0.04352,-0.03073,0.03033,-0.00949,-0.03091,-0.04,-0.03292,0.01346,-0.0051,-0.01443,-0.02049,-0.02726,-0.01589,-0.02441,0.03019,0.03829,-0.07915,-0.05271,-0.04761,-0.06136,-0.02517,-0.08516,-0.05856,-0.07067,-0.06062,-0.00497,0.06432,-0.16491,-0.12976,-0.04461,-0.03873,-0.03119,0.04931,0.08427,-0.02735,-0.02529,-0.01009,-0.06809,-0.00738,0.00176,-0.02752,-0.02721,-0.12927,-0.09739,-0.09129,-0.02274,-0.04224,-0.04153,-0.04377,-0.01017,-0.0445,-0.02966,0.01414,-0.10295,-0.0867,-0.09195,-0.04219,0.0165,-0.03635,-0.01845,0.00706,0.0031,0.12035,0.07165,-0.02777,-0.0249,-0.02255,0.01242,0.02402,-0.04238,-0.03387,-0.02963,0.00569,0.02882,0.02236,-0.05596,-0.03308,0.00232,0.12874,0.07878,0.17372,0.09289,0.09133,0.02897,-0.08371,0.12799,0.04388,0.08856,-0.03305,-0.08982,-0.14357,0.01801,0.0406,-0.0372,0.04784,0.04945,-0.01089,0.02225,0.02277,0.02438,0.02043,0.00932,0.03787,0.00212,0.02183,0.01322,0.01979,-0.02166,-0.02271,0.04432,-0.07127,-0.07664,-0.04047,-0.0133,0.03375,-0.04391,-0.05508,-0.04101,-0.0174,0.02521,-0.08858,-0.08664,0.03873,0.01689,0.03381,0.05362,-0.05562,-0.06508,-0.12783,-0.13216,0.08509,-0.00653,-0.00959,-0.12036,-0.11259,0.04504,-0.00764,-0.00916,0.12674,-0.0268,-0.01338,0.04462,-0.05376,-0.07185,-0.07527,-0.01937,-0.01214,0.02636,0.02871,-0.07737,-0.04807,0.03704,-0.01603,-0.03197,0.05399,-0.00037,0.03699,0.0427,0.00027,-0.02501,-0.08785,-0.04532,-0.00683,-0.00179,0.00285,-0.08414,-0.05066,0.00305,-0.03413,-0.02713,0.08704,0.07269,0.06706,-0.04082,0.11455,0.08913,0.08568,0.07424,0.02636,0.03884,-0.01583,0.10183,0.0699,-0.00133,0.11203,0.05292,-0.02316,-0.08671,-0.02967,0.03848,-0.0016,-0.02236,-0.00933,0.00132,-0.00617,0.0143,0.00914,-0.01168,0.00206,-0.03323,-0.04232,0.01484,0.00465,0.0673,0.11469,0.08921,-0.03038,-0.06424,-0.10435,-0.04508,-0.02305,-0.00184,0.01279,-0.03087,0.00874,0.00448,0.00328,0.00014,0.11176,-0.01291,0.04872,0.02421,-0.01883,-0.02429,-0.06961,0.03846,-0.01046,0.02126,0.02196,-0.0607,0.03882,-0.01739,0.00391,0.01442,0.06113,0.05318,0.07629,0.02449,0.06114,0.04966,-0.12065,-0.11594,0.02472,0.04109,0.01363,-0.07766,-0.06121,0.0283,0.07636,0.05953,0.12496,0.02333,0.0381,0.03729,-0.05287,-0.06177,0.04092,0.04603,0.00963,0.0373,0.01624,0.04526,0.06189,0.02908,-0.02209,-0.03513,-0.00921,-0.05935,0.02886,-0.02137,0.06162,0.06067,-0.01922,-0.00172,-0.01971,-0.018,0.01743,-0.0197,-0.00056,-0.05028,0.02514,0.05365,0.01619,-0.03101,-0.00514,0.00648,-0.00081,-0.00439,-0.0438,-0.00117,0.02902,-0.03408,-0.03882,-0.04812,-0.01902,0.01163,-0.08588,-0.07213,0.00485,0.03463,0.05763,0.03071,0.02346,0.00732,-0.10552,-0.08328,-0.00812,0.00263,0.00611,-0.06962,-0.01372,0.02037,0.05049,0.02973,0.10044,-0.00509,0.01741,-0.01806,0.01893,0.02635,-0.1167,-0.03165,0.03672,-0.04994,-0.05248,-0.08782,-0.02513,0.02912,-0.05919,-0.05083,0.09813,-0.01208,0.02115,0.00913,0.0254,0.02058,-0.13165,-0.07235,-0.03576,-0.07441,-0.04164,-0.11149,-0.03395,-0.00377,0.03804,0.03464,0.09964,-0.03842,0.0209,-0.02972,-0.03288,-0.02581,-0.00979,0.00115,-0.01278,-0.02712,0.0027,-0.01161,0.00047,-0.03362,-0.06732,-0.00856,0.00816,-0.0311,0.01553,0.05343,-0.06554,-0.07665,-0.01822,0.00553,-0.0163,0.01336,0.01822,-0.02155,0.00249,-0.03773,0.00558,0.01764,0.0145,0.00716,0.00609,0.0144,0.18047,0.02617,0.01691,-0.00295,0.0461,0.13396,-0.04228,0.01348,-0.00614,0.05241,0.06078,-0.03926,-0.00513
LASSO_logit,0.9758,0.9975,0.9975,160,40,0.0,0.0,0.10056,0.0,0.0,0.0,0.0,0.04357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07498,-0.25894,-0.16724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10549,0.0,0.0,0.0,0.0,0.0,0.0,0.09652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
